"";"gene_134";"gene_1554";"gene_3849";"gene_4247";"gene_6723";"gene_6926";"gene_7234";"gene_11250";"gene_11388";"gene_14396";"gene_5752";"gene_7395";"gene_7489";"gene_9467";"gene_10266";"gene_11353";"gene_11355";"gene_12977";"gene_15453";"gene_18383"
"4";1,63723926617;10,601910038;11,0692349248;4,10285126154;1,03941918313;2,87424613872;14,0440354503;11,9131212862;11,6776359664;10,7212530224;16,4456065762;5,78596112261;8,44966041206;6,06902542245;3,29200130514;2,17565233822;4,96596432177;2,56683950309;12,0361633076;5,78596112261
"661";4,58442740209;11,0653218818;11,6096589408;4,40818196046;0,940805718167;3,58926013347;6,66819005469;14,4382330638;13,1041449736;8,72648044368;4,55650912016;4,58442740209;6,73821388686;9,55966388012;2,36131920156;1,91031053511;2,07683269556;3,14028785971;5,30834267101;0,54577072611
"552";3,90095372925;4,23581129117;0;9,51994873741;0,639232163249;0,639232163249;4,95916272321;7,11013352316;0,639232163249;5,69308824465;2,2935764847;2,71707866025;9,19577081604;3,38930523074;11,3391540909;0,639232163249;0,639232163249;4,79502400958;8,26250362937;4,95916272321
"212";5,19235594641;5,60226088725;9,24904943689;11,8086464897;4,07550696021;3,90084749143;2,95015109833;3,53270345506;4,82751419769;10,2977416785;7,97102616017;4,07550696021;0,566181933698;8,79633168849;5,17326737771;0;7,00941436029;3,90084749143;10,4357952544;9,73004890045
"195";11,059060491;6,1986807647;2,56766712732;2,15380533608;9,33241032472;9,03319721862;1,79256386938;9,43150178295;4,47201329373;4,33780384402;11,2077586662;12,5801926034;10,4478684339;11,5229933908;7,71064803844;0,578117531624;12,8678829541;0;12,5163328494;10,3923496254
"511";7,16588179875;3,46241883722;0;0;9,2377692403;13,2065473826;0;5,20909849699;0;0,541613956292;8,85899425685;13,6829726447;0;17,6552581797;0;5,79882040353;14,2951590746;0;12,6071615271;11,9049017627
"479";8,11191289867;11,7823798955;11,4339922175;11,750799088;1,73244287694;5,11610687187;12,6538907718;16,1708424397;11,7472279344;9,79245194508;4,59865104788;5,86536706126;6,7425182875;9,21552329277;3,86295716342;7,10093561054;3,65699968149;4,55179284086;6,45484870876;6,09515435532
"605";11,0737265279;1,81578034258;5,20620559846;0;6,93053629228;8,81061983088;8,8623212007;4,35992170727;5,27825243907;1,53126915988;9,88884977308;8,16844146904;12,5116760703;13,7692076631;9,51930010898;0;3,95352599957;0;11,1185712699;10,5610683256
"634";3,61540452588;14,01373267;3,3893878404;3,01952401259;0,671202776542;0;6,00873337672;5,85479359799;7,91954269392;8,22393412168;5,82495110552;1,47368302344;0,671202776542;9,62047094624;2,18729268144;0;9,80949001138;0,671202776542;11,4940005118;2,18729268144
"578";1,07717462314;9,05699258799;2,93721254715;0;4,8453344824;1,68697107717;0;5,67085449543;2,93721254715;1,68697107717;7,28893987922;14,2470225792;16,0640838206;10,100084094;2,11423374443;1,07717462314;2,71136274533;0;10,2163578544;9,00496199235
"510";9,32097424838;7,78610623277;4,39059890555;1,16889872003;5,59814780796;5,57943662859;0,699729293387;3,53750729896;0;3,28378845757;8,62755941867;3,99831286406;5,21741298069;10,9406219265;6,72613639862;0;9,18833415727;1,52240733812;4,39059890555;11,2890102211
"687";5,42532837667;10,9799824439;10,3924354957;3,28612708347;1,7300964656;4,61071777685;9,22433215343;15,2138674489;12,1472208276;9,24774241898;5,41665736725;7,58156215208;7,23463543653;11,9626936091;3,65390841174;7,13508334129;8,11527779266;1,61353165292;8,48026108224;5,58862769653
"424";14,8935906856;5,47886505459;7,25471685735;1,66893602712;8,7627175488;7,75151728028;3,40480777472;0,90450336582;0;0,522055749161;6,922756832;4,48300312575;13,494268089;0,90450336582;13,4544278245;0;6,23936748862;10,2006534364;5,26653170452;4,42562714392
"379";1,71255176162;8,96917927645;6,77052514969;0,650213105314;9,79958275875;2,39785771206;4,67141793261;9,58801935137;5,54945355117;9,03485672423;6,70905623389;5,28029195715;4,08252377398;7,00601744765;8,05701154821;1,27703255187;10,4354827505;4,85291771301;12,3958259652;6,82588736542
"108";13,127581695;3,84223467172;0;0;10,6056554458;7,86999475034;6,93959096738;0;5,03072009846;1,07854152365;11,7058656186;14,5957178674;1,41565051441;16,6177831064;1,07854152365;15,6647083772;15,1489889022;0,637749339154;12,9812211934;10,7327016582
"131";12,072330266;2,92198847113;0,410232545598;0;8,91756900062;11,4305623178;0,410232545598;0;7,263334936;1,21151066288;11,2659138679;14,0150055337;1,21151066288;15,3948612296;1,57225910928;12,0914882798;11,5006975033;0;11,6987176874;12,0522453781
"343";10,4485396541;6,67242534197;4,46121421258;8,8470479474;0,75651095614;0,427284346174;7,87686683442;10,9652648209;0,75651095614;7,99853401828;5,75715929306;5,57093950029;0;3,31649333778;11,7915495637;2,54248093822;3,85235846695;6,76678065431;7,22799130813;5,36914887431
"41";11,9615220444;2,33393888997;0;0;8,02242330023;8,26128163172;0;0;0;3,01312276221;2,23419472295;0;12,6808363868;0,418783638512;13,9233460576;0;2,23419472295;10,1819721606;1,74747333574;2,23419472295
"627";4,01709345636;14,1507944711;8,23151401088;5,28454374491;1,49717802285;2,47435816288;4,14647601445;4,49638564924;8,75627943194;10,413860603;7,09917946424;3,33833883468;4,04391314084;8,12721023074;8,17652224655;0;4,71240869116;1,77841886647;8,93616088749;6,76221591573
"740";3,58666868056;3,47201979448;5,27172072905;7,829113821;6,0346471209;7,47195153515;8,91092149967;2,2238549847;0,939527499676;6,51183960811;7,71819720708;5,26025152999;0,385154896884;10,5895107086;5,07624695629;10,1976098784;11,3884586394;3,65833717744;13,1426942296;6,16339004302
"298";1,9715159643;11,6289831469;8,30466618159;3,70626530655;7,67805781623;1,06743220949;9,56280717839;2,32696871159;9,93636851263;11,1960733898;7,37259520956;5,93694411117;3,28769391293;8,29798464404;11,3000379018;1,49886356362;11,6698240255;3,78482850047;9,46106602011;2,84977913663
"258";4,11258337814;11,0615669592;9,84823326626;7,47893137019;0,772814687499;1,53091972422;10,4442177281;14,585027073;13,3035096467;6,34119589027;10,5541475344;2,45628048151;3,41747449614;7,57499458811;3,85439467775;1,93903846963;2,51707407982;3,31846146517;3,65240618361;3,92340593262
"629";11,9937804883;0,727528423783;0;0;10,776646871;11,0432665734;0;0,40914650592;0,727528423783;0,727528423783;2,85399564718;3,85236845539;9,21630692117;11,6447215472;14,0439073326;0,727528423783;2,91798543015;10,3934333622;2,78703537619;0,988193859778
"791";2,21552329277;6,52533287457;2,30009443097;0,642193247049;1,69724004818;1,56676645462;1,69724004818;5,40909897301;0,642193247049;0,356481902257;5,48330631119;1,423363028;0,356481902257;0,356481902257;11,4602767002;0,356481902257;6,12857179911;0;7,02192383855;2,52754581589
"182";10,5987690159;7,50713655778;0,498863563619;0,498863563619;5,48489860105;6,63381624578;1,16298339202;1,79838236906;0;1,79838236906;5,31567128414;3,00394398181;9,36863304644;0,498863563619;9,16777689321;0;4,43646836612;7,20588120103;2,23802251783;1,16298339202
"305";3,19042522737;12,0141495258;9,03029745;6,86999475034;4,8668931457;1,39275703428;5,85552383485;17,6138470054;13,3974072444;6,31429773573;4,46824443284;4,53720908027;2,0879719379;8,73974348732;0;7,14319951699;1,6634357101;3,69177980415;7,32971562575;2,41556939501
"358";14,3089859929;0,40914650592;0;0;9,51016481575;6,04260056566;0;0;0;0,40914650592;1,85718480579;0,727441291363;12,1501471071;0,988121130464;13,9364907177;0;0,988121130464;11,1643412995;0;1,85718480579
"696";3,16072661146;5,73937828643;4,72339473366;0,398021950181;1,53918363145;1,37217205191;11,2758160544;1,18320064673;0,709643545471;11,7118648251;6,14764657137;4,34911754083;1,18320064673;2,3590431915;10,9508474684;0;4,25622567519;1,68885174387;9,20854652231;1,53918363145
"307";3,03917349555;9,66839927789;6,34562523817;4,73995608481;3,18946087484;0,53734577149;4,71538822907;4,47309851304;5,93116535243;6,43110140941;5,34735384175;2,57625606736;0,53734577149;3,3890849152;6,34562523817;2,95772891165;7,39976924381;5,73732441993;5,31501185418;1,89048560504
"761";1,23529816954;5,05449687489;6,26377998129;7,69433002561;4,96974452433;5,05449687489;9,70369943668;3,62946153954;1,05893985456;6,37624349221;7,29224800055;5,81389916679;6,49364092995;8,13058085854;6,41339437122;3,96589507939;13,452653086;6,42253409148;9,7557037965;10,3464250856
"221";10,7839149542;5,62855490011;0;0;7,08562648007;6,60184951248;0;0;0;1,60250438961;3,96938076494;2,986338116;12,3245490507;0;12,9209054849;0,492929906668;0,859731066521;7,70837349392;0,492929906668;0,859731066521
"736";6,09440710523;5,48208673141;8,02515617671;6,99582367063;3,97398774133;2,32564545476;5,60612534528;5,8147888022;5,88177717255;6,09440710523;8,52864163916;4,12908514806;3,10097764772;7,30739209304;7,69035423468;0,919759575855;7,36315355156;4,81756186493;7,68411741284;7,60040357249
"561";0;9,98116766711;5,63187840249;12,1632376881;4,95583818656;3,64201991356;0;5,43971621165;5,07405580856;10,4632995732;6,21570965537;0;0;12,7467053522;9,34690593334;6,9414350126;12,6295137232;0;10,4821323229;6,92054341555
"313";12,250588586;4,27593079192;0;0;10,5338845083;12,473695604;7,64919149734;0,957691771381;0,556895319061;0;10,1608798618;12,8594299581;1,52822122907;13,1338486131;0,556895319061;12,4244733801;9,49161062304;0,556895319061;13,2597565021;12,7326592661
"136";13,8536409473;0;0;0;6,48106801177;6,52999268572;0;0;1,34516925086;0;1,83499430732;2,73313737768;13,7262075137;0;13,4129138087;0;1,61079453809;9,46895998783;1,01941726095;0
"145";6,83761531939;8,70114702018;6,2207265641;6,87038938083;8,14240322624;10,170400812;0;5,12047636247;2,00118973271;5,32346735041;8,28986212394;2,88401173758;8,08571676053;8,46866884009;9,41995596559;1,32285112438;16,6094601263;0;7,76561430456;12,1350807754
"123";11,0537019275;6,23401456647;0,913952109162;0,913952109162;8,98763636412;7,6561173416;4,08023980108;12,5766898241;0,913952109162;1,46900029596;11,3470067359;5,58078466419;7,38564673504;12,4597338562;8,96739343459;2,18164326123;17,1436921135;0;12,431147596;12,6442010428
"234";3,77798773883;12,3393907387;5,18298620875;5,43938377659;3,24467398716;2,38937407245;7,38200142608;4,77493461538;0,556797246593;9,32023193152;4,93899143878;4,27576694493;2,25347500654;4,2038432555;9,07139800298;0;2,38937407245;7,44575980445;10,0185757593;4,58979344297
"608";12,4512059593;1,73031388629;1,25749344788;0;9,89881146599;10,5923449064;0;0;3,42434435722;0,946506298689;11,0715562151;14,1041564427;4,25404219432;13,4514944705;0,54952132079;13,7601897532;7,75564872369;1,25749344788;12,0279889077;12,3112175644
"495";6,67313237215;6,40939772527;2,93611965341;0;6,81841601034;10,0753053203;0;6,76975851801;0;3,08494866514;10,9922090175;12,0118946271;6,02325313413;9,84420830582;6,04158468804;1,80533373384;13,401586205;1,16832111574;8,37869801712;12,6307676579
"534";14,752840563;1,18167506141;1,71505869365;0,816394909169;10,0150525907;8,90214293798;0;0;0,592062297787;0;1,01056502946;0,816394909169;13,2884479665;1,71505869365;15,3216639053;0;1,01056502946;10,1471158669;2,66156719953;2,82543966475
"297";2,07378596459;13,7795346981;6,56294146577;1,502941568;2,481712262;0;7,52328750427;3,13676559328;4,20360837431;10,1698999544;5,92154344351;3,74212481321;2,07378596459;5,99599095614;9,33068835863;0;4,71263429582;6,12481818755;8,19751159211;2,07378596459
"208";1,94904928402;10,977809387;10,8139735377;6,93221475197;0,966208951574;0;11,4293021188;15,7904070465;9,7920598162;6,9209125542;2,52824623831;2,40375853696;0,966208951574;4,54923789939;2,11706330977;0;1,28131249086;0,966208951574;6,61183631559;4,25709361606
"771";3,04715445656;6,78619120042;7,35672485697;2,90708294212;0,819504696042;1,87848994035;0,467175122614;11,5504918867;2,27025981354;8,86303090703;7,53388256212;2,83157327061;0,467175122614;7,23748723755;6,96021049941;0,819504696042;3,54936113292;4,24589111759;7,49159659441;2,90708294212
"569";2,08756467495;14,4670323317;0,624522057977;1,05893985456;0;2,7988385441;12,2488763428;1,39237238154;0;13,006227885;9,4031313553;0;0,624522057977;0,345850517219;12,5125157957;0;0;4,82560248107;6,80101634594;0
"522";12,2689191453;2,39876079044;0;0,617486566413;9,52887210943;9,23096430532;0;0;0;3,84345127475;1,64929354697;0;12,5112757939;0,617486566413;15,7221404506;1,04851520993;0;10,8173194666;1,37995359743;1,37995359743
"248";4,25519856642;6,79124104599;7,41738841553;4,25519856642;3,67826350032;4,39663217928;9,17812949814;0,837378159754;10,7502715163;11,4338670678;7,0614846055;5,61452434283;2,18285117589;6,08484027022;7,45021324625;0,478609468405;8,11458045639;0,478609468405;7,99063725106;1,90831335294
"365";9,35362764371;3,94572005823;4,30246528733;0;9,80473121238;8,24142550165;0;0;0;0,565889584403;7,35176965202;2,53682378987;7,92525771115;13,1832740422;12,268892836;0;3,3399639891;10,902782087;2,12505591679;7,84916736901
"665";4,06165524802;11,0233801187;7,99614579097;5,95941082748;5,66797725421;1,56671775359;8,821244631;1,90585148105;4,94613663184;9,28956706977;4,79116809918;5,21361168678;1,74622676118;7,60351507887;9,06906571372;1,12260646265;14,6840253387;1,36171222233;10,4301702576;1,74622676118
"643";5,08250674279;4,89295924841;4,18411363685;0,316609184328;2,14912926991;0,795933147315;8,44189840721;13,4088339059;2,3706664854;5,33141143164;6,26356404819;8,65713620291;2,22681676505;0,795933147315;11,9585164664;15,593347351;10,5791556292;6,34856528867;12,124777227;3,61921343768
"595";1,69296275277;12,4545512034;6,71719658721;2,23939804157;2,45059103193;1,08174865123;6,44873084314;4,52102560262;1,31545029998;9,60596835884;9,86512854203;5,32483579997;2,12094906863;4,61166814748;13,2288682823;6,5723712962;3,92062677769;4,23767843187;10,691350955;0
"434";7,82702506992;10,6134671928;11,3572825738;9,36387849369;1,62311770175;4,21476206218;13,9681897755;14,5566437555;10,365064773;11,2746227558;4,61931909737;5,63062971019;5,18457784934;7,37747084285;2,00183826453;10,595042973;3,80167602925;1,5106075296;6,95930648976;6,38012508258
"218";5,84638549844;6,41281708429;6,09511636889;2,32469541359;2,43578858833;0,486456955769;6,41958945237;4,31071819678;0;7,08877764037;5,11606527323;5,79521887304;1,38061863818;0;3,5638902771;8,23707608392;6,20112804517;6,98300497935;5,67582439767;3,3536197049
"727";5,21546893247;13,5378250592;4,52836502624;6,10496141278;8,73218778101;3,26883857903;8,15054444534;5,08555212721;0,713607842951;10,1932049998;6,76160441838;3,06331310152;0;6,49612036246;10,4457494604;3,40580180246;11,8415211055;2,53587877137;11,5148718249;4,84978914295
"508";3,8388408637;8,72053499148;0,54488099741;6,85463154995;3,8388408637;8,70634060268;1,90827491848;1,72010331712;0,54488099741;0;8,77142344076;12,996667671;10,1355938659;11,2638618866;3,74319179574;0;5,73653993634;0,54488099741;13,4561875457;9,80572452862
"276";5,71237292132;11,0869124436;9,17456621197;13,7208748185;1,97169988534;4,30030679608;7,33217085042;15,7231009489;12,5368664216;3,79264715624;6,53541847243;5,94914269076;7,81279340853;11,4293387376;2,34800574078;2,17207141657;4,42330251326;0;6,4121260678;4,06868800597
"169";11,3432467982;5,78850823359;0;6,38792081535;7,69017960682;6,44059347235;0;7,74206686101;4,45341880621;2,32302412668;9,47731102237;8,95845411582;3,02108879648;12,5892625683;3,30702043252;5,95294155098;16,1852606763;0;13,6436194782;12,1519837212
"71";11,2052617609;0;0,561399460895;0;9,20331618747;8,91564637821;0;0;0;0,561399460895;2,52541744814;0,561399460895;13,3096468751;0,561399460895;14,462725919;1,2792929907;2,40097504367;11,1979783923;0,561399460895;1,75646825706
"573";3,22373144514;5,95421957947;6,16806432848;0;1,62550429458;2,50903704235;3,14087679496;2,75169936639;10,1792871046;0,605399510162;7,3546372814;1,03054796416;2,37044330482;2,63547580701;10,0035881829;1,03054796416;10,5386157592;0;4,98919351623;2,37044330482
"792";1,13737236369;14,4385969509;5,52327966202;0,677981733855;9,85909212635;2,29254618795;7,29983991781;1,48522071316;0;11,9561619516;6,93281710274;2,67782392059;0;6,70292068381;11,3596781924;0,378400642444;10,6869994313;1,99978357951;12,5751563051;1,48522071316
"485";1,07799491885;14,0248106956;7,04560678493;1,07799491885;0;1,68804604403;13,227716712;1,41505553285;1,07799491885;8,77368979895;8,60486082297;6,9122187163;2,44477306552;3,94901191963;14,1284696616;15,2306284378;8,69851021101;0;4,39231742278;0,637471139885
"667";13,6117510354;3,39577574255;0,673827751773;1,75757802253;2,79769783592;8,7023043058;6,05497650833;5,22167991475;0,673827751773;3,02571984648;10,0540073107;13,8827385636;3,47516272411;3,93430890463;5,22167991475;0;8,88779635984;0;9,4099594157;3,98942969748
"460";4,05746760175;12,6249347848;8,25460821445;7,05476166963;2,83537841413;3,66230805727;6,74383806798;2,95440106547;5,25288489461;10,3812401048;6,01854961093;4,86946182791;3,88840231865;7,28226372023;9,16315905113;2,40493036311;6,72302605304;3,06433104625;7,50576392634;6,26871134767
"60";2,06512420007;11,8472296447;9,11505145552;6,31004740707;7,17304745926;3,84557033783;11,4425133179;3,48427994412;8,76829020677;10,2482715362;6,93847399814;5,81798132886;5,7341486889;6,55449062229;11,5716009725;1,82692468294;7,06739133473;4,32971921307;12,7537871111;0,710966188696
"449";6,07800559671;11,3872742137;9,97798106319;11,1866528277;0,873340751556;3,08533966936;11,0070202567;15,9862998204;10,1615602179;9,80763667092;5,79422089439;5,02741948863;6,05110668407;10,1420432198;2,58296539093;7,19974104296;3,08533966936;2,8559099882;5,69345350331;2,11363382965
"548";11,4863724807;1,06990834938;0,450379880071;0,450379880071;10,2874930732;8,56944931858;0,450379880071;0;0;1,30199727872;1,50192314707;1,50192314707;14,2419980412;0;14,1947414672;0;1,67744058792;9,57727208695;2,43221114917;0
"19";13,1395641422;5,50987315966;0;0,401193551063;10,4280669973;8,37170695776;0;0;0,401193551063;3,0659513742;3,0659513742;3,40850807615;8,69444146882;4,89991999283;13,8367407578;0,714751059343;0,714751059343;9,50810375602;0,972177970346;3,22280456105
"649";5,90507887624;6,3321690598;4,54631417921;0;4,37746390179;6,3701712568;0;2,00389002743;0,895457741493;1,19553658529;7,61984581288;3,79734507084;1,65558080965;7,49813116994;10,892375846;0;5,21447455432;0;8,63814263877;7,63865311647
"638";4,44872919151;6,91434925121;5,33483282177;0,825215762306;4,03870832947;0,825215762306;0;0,825215762306;9,1581703756;4,16820877694;9,59097994837;2,49326304229;2,49326304229;13,9773067591;4,76763361313;0;12,0045891704;0,825215762306;12,2194408156;0,825215762306
"670";9,27057332513;6,61108383221;4,6183443867;0;7,50361905613;6,37878557058;0;0;0;0,586212294924;2,17287150035;0,586212294924;11,9812497399;2,17287150035;11,4232262358;0,586212294924;1,81007287087;9,17245751239;2,0028465127;1,00187428553
"319";12,6082825481;2,87081841898;0;0;8,86989299217;7,05702779962;1,23462394136;1,89001858748;0;3,44933686455;3,6178274054;1,70279050455;12,2126787624;0;12,7029669881;2,20429725072;4,1811264099;12,0146028723;1,70279050455;1,23462394136
"116";14,2399191919;1,69305199256;0;0;10,7244712197;9,19649393571;0;0;0,355241843931;2,21079405895;0,639973004162;2,9962621887;10,8934304726;0,877744249949;14,5383344555;0;1,92284482246;10,7713161376;1,81253929792;0
"751";10,564340058;5,10489433818;7,13748303078;2,5832302271;2,02591469875;0,82219987282;10,0417960232;6,11609231248;3,35297033825;4,49232750469;9,92752317208;10,3837042925;9,29148384415;8,73783545732;2,27518588291;4,25178724982;11,2904220999;6,18625292974;11,4514274999;3,50712228278
"102";12,0422612895;7,58918671308;0,96399192157;0;8,78828439872;5,90550494315;0;0;1,27857955046;0,96399192157;2,84386327954;1,94560770318;11,8852464141;1,53674920565;13,8703358192;1,53674920565;3,39325143716;10,5686876917;2,11350048137;3,45709518486
"214";4,3929081198;12,4251057297;3,63042877063;8,82420777106;0,427606172782;2,45541271081;8,84600117624;5,93948048476;5,58245965956;10,7062283478;3,74621601016;2,36168415297;0;7,39501137173;9,1605798993;3,04343200192;10,5516698149;6,41234458674;8,23423784218;8,73941271782
"390";8,64233695361;4,04473507971;3,86452294058;4,56131391535;3,32824766479;2,08065766335;0;6,00691509965;0;0,71896433576;4,74630201605;14,7796013825;8,99081875067;8,90787610054;4,84688440029;4,10012825904;0,71896433576;1,8415706374;7,78130725093;10,5486003829
"597";9,25875445522;2,59907970556;0,643486812562;0,643486812562;9,49061224587;8,15699316641;1,08691960674;0,643486812562;0;2,458618234;2,84462668467;2,59907970556;12,9484256391;1,9300181759;12,7713739172;0,643486812562;3,85705538351;9,5949664884;1,69977370518;1,08691960674
"710";0,930775178248;12,0675620867;9,08594243697;12,9223316674;0,539233270866;3,12161225474;7,01899017538;7,6564105614;7,18093353716;10,2256051176;4,22288182413;3,26452141849;4,99161254311;6,99356115148;3,39455529851;8,98375748757;3,82186325095;2,8766053473;1,23848117147;6,45952670222
"160";4,83360865163;6,4795426241;4,01616645201;0,560127976081;8,98226348894;11,6565276539;0,560127976081;0,560127976081;0;5,71994457077;10,4059817266;5,62606235135;7,05910647088;9,09042474918;7,96881652623;1,27685394525;9,19103700007;0;6,00209489453;10,2003101302
"77";3,44076620325;7,37896239502;8,43483252547;4,21520486761;1,65223407291;3,05081510348;7,44433577076;0,893206865115;7,61806976345;12,0240107172;8,67010384785;4,69268942158;1,65223407291;8,32727867442;10,260284467;0,893206865115;11,4065611168;3,05081510348;7,27898833542;1,8366513002
"529";6,70215882988;9,53074770527;5,98271071031;6,2979892279;0;2,78780855267;3,91485150325;2,58428908589;1,24055857448;5,44966701432;5,99303800469;2,87972536798;2,21235143965;3,72963977545;5,03563710505;2,06350294231;3,04764307982;0,540324906031;5,8862818728;2,34726878972
"126";7,1701554135;10,1236687827;9,07239525395;11,4898128457;0,659011171198;2,49372418003;8,40335294519;15,7811240268;12,1547453397;5,33537606167;7,50968792546;7,2436500419;3,71806565834;5,39615263735;1,72953101839;0;1,72953101839;1,96169740572;4,48699747898;6,16274780412
"262";12,6711031498;5,81862052103;0,448583840463;0;9,23554757328;11,3999134036;1,82907829308;0;1,49758681966;0,790355013711;9,61014452173;13,3559704413;1,97004375126;14,4472963594;1,49758681966;13,1949307182;12,3746999018;0,448583840463;12,0953772416;12,4300029462
"442";10,9515907087;4,60404759494;10,0417139018;0;2,88781767929;2,47832471149;0;5,33354180661;3,52565548045;5,97104685949;7,34347888927;5,90652747166;1,50029217673;11,5773674555;6,98055090135;0;10,2347336207;3,27615418964;12,6694365236;9,03869955131
"642";2,62449866324;10,0085966933;6,97122164185;2,10027126046;3,24103168183;3,77420723002;0,555521697455;0,555521697455;4,91273128961;8,00292187795;10,1224009456;0,555521697455;6,11076203428;5,9112769272;8,93928829535;1,26849428005;12,3697854405;2,62449866324;8,99745895838;5,9112769272
"181";11,4464268367;1,56944248282;1,36418019004;0;10,1888237127;9,68578600613;0;0;2,05265933709;3,32946807935;11,522321607;13,8979777726;0;14,2824658684;0,478816529049;12,4793609325;11,3420190932;2,61272993295;10,8689228456;12,1619884257
"163";11,7066600495;5,76152463874;0;0;7,98451529984;7,84739565835;0,414460305816;0;0;0,998845382059;1,87282875953;0;10,5255208091;0;12,8988998712;0;1,58342280469;9,78725287396;1,99830383664;0
"474";11,5977406582;4,10279248553;8,18893000831;0,535555333399;10,7164250879;10,4077563705;4,70991919616;0;2,77471327605;2,86647282972;10,7882207658;13,8186321038;5,99838508141;11,3799847781;0,535555333399;14,1544542256;10,8436148974;0;12,9624749169;12,8307053355
"228";4,64633549365;10,703159546;9,83638652381;6,87032772693;0,507718539992;2,4956695827;9,84699781999;11,9542326682;13,7865453145;5,70151301684;5,43231472589;5,23638546464;5,04690135447;8,84261119932;1,81999510284;5,2524421522;2,95399152623;3,1030779466;5,47398817366;4,32057854401
